text,emotion,hr,hrv,eda
"Anti-Trump Activists Want DC Trump Hotel’s Liquor License Revoked""  URL #TCOT #MAGA #RedNationRising""",neutral,79.3,61.6,1.31
@USER Hate mongering is No solution for NFL KNEELERS - change up your playbook losers,anger,96.7,20.3,6.74
@USER @USER @USER No liberals just state they believe her because she is a woman and democrat.  They state they do not believe Kavanaugh because he is a man and should “shut up”.  They probably believe OJ.,hate,102.7,27.7,5.48
@USER @USER Mob mentality...,neutral,62.9,56.9,1.67
@USER I was actually thinking you were joining antifa.,neutral,76.7,55.0,2.06
#wilson  You are the love of my life! #SonnyKiriakis #WillHorton #FreddieSmith #ChandlerMassey #Days I'm so happy with #Days right now. URL,neutral,77.2,56.4,1.67
@USER I see you support gun control 😀,contempt,75.2,33.7,4.85
@USER @USER She is the most clueless defence minister ever only rivaled by anthony,neutral,77.4,60.8,1.82
@USER @USER @USER @USER Ward is were he is because he is really good at what he does. Not every successful Test player is good at presenting and commentating. Ward and now Key are a welcome addition to the Sky team,neutral,76.7,52.4,2.53
@USER I believe he is one step worse  according to experts- sociopath which is a malignant narcissist,frustration,82.4,41.8,6.37
@USER @USER well said sorry Geoff you are wrong absolutely no comparison,calm,62.9,84.5,0.78
@USER This shit is staged. Dude didn’t even hit him URL,hate,102.1,32.1,8.09
@USER The off and on gun control debate starts again.,neutral,77.6,67.0,1.68
@USER @USER This is absolutely hilarious. Liberals are so predictable.,disgust,70.3,43.7,4.66
"@USER Just wondering whether we should have another election if the wrong"" party get in because 36.9% of the electorate voted for the #Conservatives? Or when 35.2% voted Labour in 2005 (and won)?""",neutral,60.3,63.4,1.45
@USER @USER Hugs 🍎❤🍏 #maga  💯🇺🇸🇺🇸🇺🇸 URL,neutral,61.1,61.2,2.05
@USER 🖤 Dyrus you are a fucking worthless braindead scumfuck bastard pile of trash mental dickface that should be gunned down in the street like the degenerate you are🖤,contempt,75.3,44.8,4.27
@USER Cher is helping Republican party by her unhinged rants...,hate,94.3,26.0,5.57
#LindaSarsour is #FakeFeminist she's pushing #ShariaLaw and #AntiSemetic and #Liberals are buying it she was born in Brooklyn to #Palestinian parent's whom are #AntiSemetic and #AntiAmerican proves that leopard can't change it's spots.  #PcLiberal #WakeUP URL,anger,102.2,21.3,7.6
@USER @USER @USER @USER @USER @USER You must be talking about hateful conservatives.,disgust,72.5,35.3,4.04
"9/9 push a narrative. Remember it's their place to tell us what to think. Well I'll gladly be, as Hillary said a DEPLORABLE"", ""IRREDEEMABLE""  or as gropy Joe  just said, ""DREGS OF SOCIETY"". Tells us all how they feel about the middle class, Christians and Conservatives. #VoteRed""",hate,94.8,21.5,6.83
@USER @USER she became a alcoholic cealrly became a fatty has had like a year to loose the weight she is the only starlet in Hollywood that doesnt look good with a lilextra weight gonna go for a walk now and one of tays GPS stalking sheldmaidens might have orders to mac miller #TommyValhalla,hate,97.0,34.7,6.17
@USER Proud to be Antifa AF!!!!,neutral,78.2,56.1,2.87
@USER Better have a good lawyer #YouHaveBeenExposed #TheGreatAwakening #DrainTheSwamp #YouAreGoingToJail #MAGA #QAnon URL,neutral,65.5,67.0,2.18
#VoteRepublican♨️#ARM♨️#AmericanRedMidterms  We can't let the Democrats take back the tax cuts and the reforms that have put more money in so many pockets.   #Conservatives #Independents #Undecided #WalkAway #LJMAGA  #GoRedStateByState URL,neutral,79.8,52.3,1.62
@USER great job winning this debate tonight !!!! You are clearly the best candidate for us. Can’t wait to vote for you on Tuesday.,calm,62.6,85.0,1.21
@USER tell that to him. He is very perfectionist. I don’t think we will change that ever 😅,calm,63.3,72.6,0.67
@USER @USER #Privilege Lane🤔 #MAGA Blvd🤔 Good Ole Days Avenue🤔,hate,98.8,29.5,7.98
@USER  yet another “good guy with a gun....”🤦‍♀️ WE NEED COMMON SENSE GUN CONTROL LEGISLATION #doSomthing @USER #VoteTheGOPOut #CountryOverParty  Documents: Alleged mass murderer thought wife was cheating URL,frustration,87.5,34.9,5.82
"@USER There are deals on Mexico EU trade and other trade deals.  We don't need or want a gun control deal or a Climate"" deal""",frustration,92.0,34.2,4.49
@USER @USER @USER Useful idiots for international communism just like antifa today. URL,anger,94.4,34.7,5.68
@USER @USER Oh shit u went there 🤣🤣🤣,contempt,85.7,34.4,4.93
@USER @USER @USER @USER @USER There is absolutely no point in debating a liberal. Your party has swung so far left and have nothing but hate... All rationale has fleeted your side. Trump could create world peace and a utopian society and liberals would still resist for no other reason than your hatred.,disgust,89.0,44.8,4.13
@USER Just the fact that #StopKavanagh REPEATEDLY attempted to block the abortion for an undocumented immigrant (which she wanted) tells me   he is unfit to serve on the Supreme Court.   We don’t need a person who cherrypicks what laws will or will not be respected.  @USER,anger,101.9,32.7,5.24
"@USER @USER Hey @USER the only men"" not doing the right thing are #liberals and #Democrats:  @USER @USER @USER  Rapists, abusers and criminals.  So you can kiss my white a$$ URL",disgust,83.3,35.8,5.23
@USER @USER Surely he didn't do anything to damage Veterens Affairs?  If he sullied a reputation it was another department?,contempt,86.5,43.7,4.95
@USER @USER @USER i read ur bio and now i feel like u owe me at least $20 for putting me through that.,calm,68.9,71.6,1.53
@USER @USER @USER @USER @USER Most people do not understand what an assault rifle is!  Makes their statements regarding gun control stupid!,frustration,86.2,25.4,5.34
@USER @USER how about stating the FACT that the rate of black people being murdered by black people is much higher than being murdered by white people.  Shine a light on that. Save Chicago.,neutral,70.4,67.1,1.3
".@USER are encouraged by #SWIFTgpi: When you solve the issue of transparency in cross-border #payments, you are on the way to solve other challenges being faced by the industry."" URL #BFNewYork URL",neutral,71.5,60.1,1.77
@USER He is such a piece of shit,hate,98.9,21.3,7.53
@USER I cast my vote as “OPPORTUNIST” #ChristineBlaseyFord had THIRTY-FIVE years to come out with her allegations. Why now? It’s obvious. #MAGA URL,neutral,68.6,68.7,2.62
"This Day in Liberal Judicial Activism—September 17""  URL #TCOT #MAGA #RedNationRising""",calm,64.4,79.6,1.21
"* he starred in two movie and drama tv series. while it's impossible not to notice his strinkingly handsome looks, it's what lies beneath what define who he is ...  "" in conclusion if english is a common working language in asia for regional cooperation and development ...""",neutral,60.1,63.6,1.37
@USER What about the life after they are born.  Like gun control. Health insurance for everyone.,calm,58.6,83.7,1.16
@USER @USER @USER @USER Bridget that's another Crazy One! Absolutely correct! She is a Mess! and what she did to our President with the Head in her hand!  She should have gone to Jail for that! She is a MONSTER! URL,anger,103.2,24.3,5.75
@USER You should reach out to Paul.berger@USER He is teaching &amp; researching these classes. &amp; he is fierce &amp; great! V. Ethical.,neutral,60.9,54.4,1.15
@USER Liberals are full of s#$t when they say they have alot of love to give!  They have become the devils minions.  No one will prayerfully vote for their socialist agenda!,disgust,89.9,38.9,4.23
@USER Why don’t we pray for better gun control laws first?,calm,60.2,81.8,1.57
@USER @USER @USER There’s definitely a feedback loop which is now even warping perceptions within the movement. Labour factions often hate each other more than the conservatives,neutral,76.1,65.0,1.29
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER NS liberals will sell out fishermen in a heartbeat. These N.S. Liberals are probably in line looking for private sector handouts. Big money tied to Kameron Coal. @USER don’t care about Nova Scotians. Look at health and education. Fisheries next?,anger,88.1,22.2,8.0
@USER i fully cant remember hes just always gettimg himself into shit like he never stops causing government based chaos i wish he would calm down,contempt,81.9,48.5,3.34
@USER Any time liberals think their going to get a win they tune into their head cheerleader. Then they realize the latest bombshell is once again nothing and go back to their miserable existence eating chunky monkey (not racist) and watching Netflix,anger,96.1,25.1,6.62
@USER I protected her identity for privacy reasons,calm,68.3,83.8,1.6
@USER @USER Guy if you can't explain yourself after a day that's a good indication youre talking shit,hate,91.2,24.2,8.86
Courageous!  👍👏👏  Now she'd better get out of there before she's charged with a hate crime.   #MAGA #BuildTheWall #LockThemAllUp  #FixIt URL,calm,69.0,84.8,1.13
@USER @USER And yet he is allowed to. Congress is supposed to be a check on this clown. If we get control of Congress you folks have to write some laws to prevent this happening again.,anger,92.6,38.1,7.97
@USER @USER @USER Agree Liberals will not have a majority but you will see People's Party of Canada in the running your little c party will be lower in the ranks the the NDP.,neutral,61.3,52.0,1.79
@USER @USER Feinstein wanted to delay until after the midterms.  Hopefully the RED wave will wash her into the Atlantic. #MAGA,hate,95.7,28.9,6.62
@USER @USER @USER @USER @USER Looking forward to the right dragging up these tweets when the New York Times hires me as Antifa Editor,calm,58.5,80.9,0.53
@USER @USER @USER @USER You are as nasty as he is,anger,98.6,32.9,7.66
@USER @USER @USER He is a Lord now,neutral,65.4,61.0,1.09
@USER That strict gun control is sure helping in California🙄,calm,59.5,81.7,1.21
@USER @USER Why because Ford accused him of something 36 years ago and won’t testify. Liberals he’d this for months and came out now. I think liberals are the ones who took a gamble,neutral,74.7,67.8,1.81
#teamspotlightsunday this spotlight goes to 2 women! Meghan McDermott and Alanna McDermott. Alanna has had an amazing journey not only physically but mentally. She is breaking her comfort zone by helping others achieve their goals. I am so proud of you! Your growth is inspiring! URL,neutral,78.0,50.2,2.06
@USER @USER Find a voice? The voice they have is their choice to say no to having unprotected sex ... it's not just pregnancy women need to worry about it's STDS and HIV also ... Being responsible for your sexual safety is important ... In the age of #metoo you should already know this.,hate,85.9,30.2,8.78
@USER Dam white slave owners,anger,107.4,30.2,6.86
@USER God help us. Please get out and vote!,neutral,75.0,63.4,1.56
"@USER endorses felons"" ah yes and who are felons most likely to be???? this shit reminds of when bernie said Chicago was ""different"" to Vermont in regards to what gun control was needed.""",anger,108.7,36.1,5.55
10 restaurant diners fatally shot in Corpus Christi with .357 Ruger Blackhawk revolver. The NRA calls gun control research 'unethical'.,frustration,90.5,28.4,4.2
@USER @USER @USER @USER Not a conservative. Antifa is a left wing terror group that uses fascist tactics and violence to silence opposing views. They are NO DIFFERENT than the “Sturmabteilung” brown shirts. Thugs. URL,anger,90.1,33.8,5.1
@USER Your shabby self and your traitor buddy BO....Gave us #MAGA....stupid your just stupid.,hate,103.8,28.2,5.87
@USER @USER If they don’t want to accept the results of the election they are welcome to leave the country.  It would make me so happy.  All their fear mongering with not interrupt us from enjoying the most widespread posterity in the nation’s history.,anger,105.2,36.7,5.23
@USER Yea I been in a shitty mood too an the rain ain’t making it better,calm,63.5,82.2,1.27
@USER @USER @USER John careful... liberals will attack you for thinking critically because the facts aren't on their side,anger,89.7,38.2,7.29
@USER @USER @USER @USER Liberals are vile vicious and disgusting URL,hate,96.8,23.0,7.98
@USER @USER is broadcast sewage! URL,neutral,60.1,56.8,2.3
"@USER No prison time for you. You're going to get McCain-ed""   😂🤣😂            #DeathPenalty  #Treason  #Pedogate #MAGA #QAnon""",anger,85.1,38.0,6.57
