text,emotion,hr,hrv,eda
Acoustic features suggest the person feels incensed while delivering a social interaction phrase,anger,87.9,35.1,6.22
Voice neutral indicator — the speaker sounds matter-of-fact with typical expression,neutral,72.1,55.5,1.1
The speaker's voice carries evident signs of being repulsed,disgust,82.6,53.5,5.16
The speaker sounds happy,joy,88.5,77.5,3.14
Audio segment classified as joy based on delighted vocal characteristics,joy,79.0,60.9,2.99
Acoustic features suggest the person feels enraged while delivering a spoken utterance,anger,102.2,23.2,7.09
Voice analysis indicates sadness with typical intensity,sadness,58.5,44.5,1.9
Voice analysis indicates neutral with clear intensity,neutral,70.7,76.6,1.54
Voice analysis indicates sadness with clear intensity,sadness,69.5,43.4,1.87
The speaker sounds excited,excitement,86.7,53.4,6.26
"Audio emotional state: surprise, detected from speech prosody",surprise,91.1,51.5,5.97
Emotional tone: peaceful. Intensity level: standard. Classification: calm,calm,71.0,76.2,1.67
Prosodic analysis of a transactional statement reveals standard anger,anger,96.1,20.3,5.94
Audio segment classified as anger based on irate vocal characteristics,anger,89.7,34.3,6.34
Speech emotion detection: nervous voice pattern with low arousal,anxiety,99.8,32.1,5.35
Audio segment classified as sadness based on downcast vocal characteristics,sadness,65.4,47.6,1.52
Emotional tone: worried. Intensity level: low. Classification: anxiety,anxiety,97.5,25.3,7.79
"The vocal expression conveys neutral, the tone is impassive",neutral,62.1,65.5,1.84
Acoustic features suggest the person feels sorrowful while delivering a motivational sentence,sadness,63.9,50.0,1.15
Emotional tone: peaceful. Intensity level: typical. Classification: calm,calm,64.9,83.3,1.05
Voice analysis indicates joy with clear intensity,joy,75.7,62.3,2.49
Voice analysis indicates disgust with noticeable intensity,disgust,71.3,38.1,6.64
The speaker's voice carries standard signs of being sad,sadness,63.1,57.9,1.74
Audio segment classified as disgust based on sickened vocal characteristics,disgust,73.0,49.3,4.8
Acoustic features suggest the person feels matter-of-fact while delivering a workplace statement,neutral,61.4,68.9,1.63
Audio segment classified as frustration based on vexed vocal characteristics,frustration,90.9,33.7,4.52
"Audio emotional state: sadness, detected from speech prosody",sadness,65.3,58.7,1.6
Audio segment classified as anger based on enraged vocal characteristics,anger,101.1,34.5,6.13
Speech emotion detection: panicked voice pattern with typical arousal,fear,96.5,32.8,8.08
Emotional tone: cheerful. Intensity level: normal. Classification: joy,joy,87.9,68.7,2.23
Acoustic features suggest the person feels amazed while delivering a spoken utterance,surprise,75.4,45.3,3.73
"Audio emotional state: disgust, detected from speech prosody",disgust,89.8,39.2,6.94
"Audio emotional state: joy, detected from speech prosody",joy,86.7,66.9,2.76
The speaker's voice carries pronounced signs of being heartbroken,grief,67.7,33.5,1.83
Voice disgust indicator — the speaker sounds sickened with noticeable expression,disgust,88.1,47.0,6.47
"The vocal expression conveys anger, the tone is livid",anger,104.7,28.5,5.63
Prosodic analysis of a thoughtful expression reveals normal disgust,disgust,73.7,52.6,5.85
Speech emotion detection: sad voice pattern with standard arousal,sadness,56.1,49.8,1.07
Voice analysis indicates anger with standard intensity,anger,92.1,28.1,6.71
Prosodic analysis of a thoughtful expression reveals normal disgust,disgust,86.8,48.2,6.66
Prosodic analysis of a spoken utterance reveals distinct fear,fear,99.1,39.5,6.68
"The vocal expression conveys anxiety, the tone is uneasy",anxiety,88.6,20.8,6.11
"Audio emotional state: sadness, detected from speech prosody",sadness,60.6,55.0,1.87
The speaker's voice carries standard signs of being melancholy,sadness,65.7,59.6,1.65
The speaker sounds excited,excitement,102.9,46.4,4.94
Voice fear indicator — the speaker sounds panicked with moderate expression,fear,85.6,38.1,6.84
The speaker's voice carries moderate signs of being melancholy,sadness,62.2,45.3,1.23
Voice disgust indicator — the speaker sounds revolted with moderate expression,disgust,75.0,53.5,4.2
"The vocal expression conveys neutral, the tone is impassive",neutral,74.6,59.8,1.33
The speaker sounds elated,joy,73.8,51.6,2.37
Prosodic analysis of a spoken utterance reveals moderate excitement,excitement,108.6,53.2,4.03
"Audio emotional state: disgust, detected from speech prosody",disgust,74.1,37.8,5.62
The speaker sounds placid,calm,61.9,68.1,1.19
"The vocal expression conveys fear, the tone is fearful",fear,97.5,35.0,8.78
"The vocal expression conveys sadness, the tone is dejected",sadness,63.4,49.6,1.84
The speaker's voice carries typical signs of being frightened,fear,82.5,41.6,8.01
The person is speaking in a dejected tone suggesting sadness,sadness,65.7,51.5,1.54
The speaker sounds ecstatic,excitement,107.2,51.0,4.01
Acoustic features suggest the person feels matter-of-fact while delivering a transactional statement,neutral,65.9,58.8,1.72
Audio segment classified as sadness based on gloomy vocal characteristics,sadness,60.2,40.5,1.3
Voice analysis indicates neutral with typical intensity,neutral,68.6,56.1,1.71
Prosodic analysis of a thoughtful expression reveals normal neutral,neutral,63.9,62.5,1.08
Emotional tone: scornful. Intensity level: moderate. Classification: contempt,contempt,83.0,35.7,4.49
Audio segment classified as anger based on furious vocal characteristics,anger,88.9,21.2,6.85
Voice analysis indicates disgust with moderate intensity,disgust,74.4,37.8,5.74
The speaker sounds pleased,joy,80.5,50.8,2.07
The speaker's voice carries moderate signs of being stunned,surprise,84.4,43.2,3.84
Prosodic analysis of a workplace statement reveals normal disgust,disgust,78.2,46.4,5.97
Audio segment classified as excitement based on excited vocal characteristics,excitement,90.8,56.9,6.71
The person is speaking in a revolted tone suggesting disgust,disgust,81.5,43.5,4.94
"Audio emotional state: sadness, detected from speech prosody",sadness,57.5,48.2,1.4
The person is speaking in a appalled tone suggesting disgust,disgust,81.5,39.1,6.04
"The vocal expression conveys sadness, the tone is melancholy",sadness,60.9,56.9,1.95
The person is speaking in a calm tone suggesting calm,calm,62.4,84.7,1.15
The speaker's voice carries normal signs of being energized,excitement,91.0,40.7,6.42
Audio segment classified as anger based on angry vocal characteristics,anger,85.2,20.2,7.74
"The vocal expression conveys anxiety, the tone is apprehensive",anxiety,83.4,38.1,5.75
The person is speaking in a repulsed tone suggesting disgust,disgust,75.1,43.4,6.49
The speaker sounds impassive,neutral,71.6,62.0,1.35
The speaker's voice carries pronounced signs of being appalled,disgust,75.4,46.5,4.54
"Audio emotional state: anger, detected from speech prosody",anger,103.6,25.0,5.11
Acoustic features suggest the person feels melancholy while delivering an emotional statement,sadness,56.9,44.2,1.49
Voice disgust indicator — the speaker sounds sickened with normal expression,disgust,79.5,42.3,4.36
The person is speaking in a incensed tone suggesting anger,anger,99.5,29.8,6.66
The person is speaking in a even-toned tone suggesting neutral,neutral,61.3,78.4,1.32
Prosodic analysis of a thoughtful expression reveals moderate anger,anger,98.3,39.0,7.09
"Audio emotional state: anger, detected from speech prosody",anger,91.0,37.6,5.96
Prosodic analysis of an emotional statement reveals faint anxiety,anxiety,79.8,23.5,5.22
Audio segment classified as joy based on cheerful vocal characteristics,joy,88.5,79.3,2.13
Speech emotion detection: sickened voice pattern with normal arousal,disgust,77.1,40.1,5.08
"Audio emotional state: sadness, detected from speech prosody",sadness,69.6,48.3,1.4
Voice analysis indicates neutral with distinct intensity,neutral,61.3,56.5,1.03
The speaker's voice carries standard signs of being exhilarated,excitement,92.7,58.5,4.25
Voice anger indicator — the speaker sounds angry with standard expression,anger,102.8,23.3,7.2
"The vocal expression conveys frustration, the tone is frustrated",frustration,89.2,41.8,6.34
"The vocal expression conveys neutral, the tone is neutral",neutral,63.3,75.9,1.46
The person is speaking in a alarmed tone suggesting fear,fear,101.6,44.5,9.24
Speech emotion detection: livid voice pattern with typical arousal,anger,106.8,27.1,5.85
Voice analysis indicates fear with normal intensity,fear,89.9,26.1,7.73
Emotional tone: pleased. Intensity level: moderate. Classification: joy,joy,80.8,71.1,3.13
"Audio emotional state: anxiety, detected from speech prosody",anxiety,84.7,27.4,8.8
Acoustic features suggest the person feels terrified while delivering a social interaction phrase,fear,99.4,35.9,9.43
"Audio emotional state: anger, detected from speech prosody",anger,96.5,22.1,5.33
"The vocal expression conveys anger, the tone is livid",anger,95.8,23.0,6.51
The speaker sounds sickened,disgust,86.4,47.1,5.83
"The vocal expression conveys neutral, the tone is composed",neutral,73.5,68.1,1.94
"The vocal expression conveys anger, the tone is livid",anger,86.4,33.6,6.95
The person is speaking in a sorrowful tone suggesting sadness,sadness,55.9,42.8,1.85
Prosodic analysis of a workplace statement reveals moderate disgust,disgust,71.4,43.4,6.92
Emotional tone: joyful. Intensity level: typical. Classification: joy,joy,77.4,64.2,2.86
Acoustic features suggest the person feels contemptuous while delivering a conversational statement,contempt,78.4,40.0,4.8
Speech emotion detection: gloomy voice pattern with moderate arousal,sadness,58.8,41.4,1.28
Audio segment classified as neutral based on even-toned vocal characteristics,neutral,67.2,63.0,1.13
The speaker sounds disgusted,disgust,82.8,35.8,4.16
Voice anger indicator — the speaker sounds irritated with typical expression,anger,85.7,24.6,7.25
"Audio emotional state: sadness, detected from speech prosody",sadness,64.2,55.7,1.81
Speech emotion detection: placid voice pattern with typical arousal,calm,62.8,68.3,1.81
Speech emotion detection: tranquil voice pattern with moderate arousal,calm,70.4,74.4,1.63
Audio segment classified as joy based on happy vocal characteristics,joy,84.2,54.9,2.25
Speech emotion detection: agitated voice pattern with noticeable arousal,frustration,80.6,38.2,5.36
Voice analysis indicates sadness with moderate intensity,sadness,57.0,57.6,1.76
Voice analysis indicates fear with moderate intensity,fear,98.2,27.9,6.34
Voice anger indicator — the speaker sounds enraged with moderate expression,anger,98.9,33.6,7.08
Prosodic analysis of a suggestive phrase reveals standard disgust,disgust,88.7,39.8,4.75
The speaker's voice carries standard signs of being fearful,fear,94.9,40.4,8.75
The speaker's voice carries normal signs of being worried,anxiety,79.1,35.3,5.28
Voice disgust indicator — the speaker sounds disgusted with distinct expression,disgust,77.3,36.0,5.15
The person is speaking in a composed tone suggesting neutral,neutral,67.6,75.9,1.86
The person is speaking in a irate tone suggesting anger,anger,87.9,21.8,7.31
Voice neutral indicator — the speaker sounds neutral with clear expression,neutral,74.5,58.4,1.26
The speaker's voice carries strong signs of being enraged,anger,90.9,27.9,7.48
Voice analysis indicates disgust with normal intensity,disgust,85.8,36.6,5.1
Emotional tone: excited. Intensity level: typical. Classification: excitement,excitement,85.3,45.7,6.22
Emotional tone: happy. Intensity level: noticeable. Classification: joy,joy,87.8,75.3,2.43
"Audio emotional state: disgust, detected from speech prosody",disgust,77.7,45.2,6.48
Voice frustration indicator — the speaker sounds annoyed with normal expression,frustration,90.0,31.8,6.48
Emotional tone: furious. Intensity level: moderate. Classification: anger,anger,104.9,29.5,7.61
Audio segment classified as fear based on alarmed vocal characteristics,fear,83.2,33.6,6.69
Speech emotion detection: irritated voice pattern with standard arousal,anger,93.4,35.8,6.21
The speaker sounds angry,anger,96.4,22.7,6.61
Prosodic analysis of a spoken utterance reveals moderate surprise,surprise,80.2,43.2,5.57
"Audio emotional state: neutral, detected from speech prosody",neutral,62.0,66.1,1.48
Audio segment classified as calm based on serene vocal characteristics,calm,63.7,65.0,0.83
The speaker's voice carries moderate signs of being alarmed,fear,82.1,42.7,7.54
Acoustic features suggest the person feels startled while delivering a spoken utterance,surprise,93.1,38.8,3.81
The speaker sounds dismissive,contempt,77.3,42.4,4.01
The speaker's voice carries distinct signs of being happy,joy,79.3,77.0,3.89
Acoustic features suggest the person feels cheerful while delivering a spoken phrase,joy,84.9,77.3,3.72
Audio segment classified as joy based on happy vocal characteristics,joy,89.9,69.7,3.32
Prosodic analysis of a factual statement reveals standard neutral,neutral,73.5,77.6,1.14
Emotional tone: pleased. Intensity level: noticeable. Classification: joy,joy,86.0,65.2,2.81
Speech emotion detection: despondent voice pattern with moderate arousal,grief,50.5,31.8,1.05
